样本ID (Sample ID),问题类型 (Issue Type),问题描述 (Description),图像路径 (Image Path),标签路径 (Label Path),详细信息 (Details)
cropped_cd_2_3_clip17_29_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_3_clip17_30_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_3_clip12_18_1_1,noise_artifact,标签包含极小的噪声区域,,,
cropped_H48F015017_clip5_84_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_H48F015017_clip5_85_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_4(2)_clip3_11_1_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_4(2)_clip3_34_-1_1,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_4(2)_clip3_39_-1_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_4(2)_clip3_57_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3_clip11_57_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3_clip11_66_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3_clip11_72_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_3(3)_clip3_19_-1_1,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_3(3)_clip3_6_-1_1,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_4(2)_clip5_6_0_-1,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_4(2)_clip5_77_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_4(2)_clip5_87_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3_clip10_35_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3_clip10_88_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_4(2)_clip3_65_-1_1,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_4(2)_clip3_95_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_H48F015016_clip1_73_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_4(2)_clip2_35_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3(3)_clip4_55_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3(3)_clip4_70_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3_clip2_36_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3_clip2_46_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_H48F015017_clip6_90_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_4(2)_clip1_2_-1_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_4(2)_clip1_46_1_-1,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_4(2)_clip1_5_0_1,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_4(2)_clip1_83_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3(2)_clip3_47_0_-1,noise_artifact,标签包含极小的噪声区域,,,
cropped_H48F016017_clip12_18_1_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_4_clip6_53_0_-1,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_4_clip6_62_0_1,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3(3)_clip3_24_0_1,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3(3)_clip3_27_1_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3(3)_clip3_42_0_1,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3(3)_clip3_48_0_-1,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3(3)_clip3_57_-1_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3(3)_clip3_74_1_1,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3(3)_clip3_95_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3_clip9_21_-1_-1,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_3_clip9_3_1_-1,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_4_clip7_38_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_4_clip7_44_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_4_clip1_66_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_3_4_clip1_72_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_H48F015016_clip2_10_1_1,noise_artifact,标签包含极小的噪声区域,,,
cropped_H48F015016_clip2_29_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_H48F015016_clip2_30_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_H48F015016_clip2_36_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_H48F015016_clip2_37_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_H48F015016_clip2_43_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_H48F015016_clip2_57_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_H48F015016_clip2_64_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_H48F015016_clip2_72_0_0,noise_artifact,标签包含极小的噪声区域,,,
cropped_cd_2_3_clip3_50_0_0,noise_artifact,标签包含极小的噪声区域,,,
